date,cost,cost_3,cost_4,cost_5,cost_6,cost_7
2022/6/19,217.8286577,217.8286573,217.8286572,217.8286572,217.8286572,217.8286571
2022/6/20,217.8286568,217.8286571,217.8286572,217.8286571,217.8286571,217.8286571
2022/6/21,217.8286569,217.8286571,217.8286571,217.8286571,217.8286571,217.8286571
2022/6/22,217.8286564,217.8286567,217.828657,217.8286569,217.828657,217.828657
2022/6/23,218.3754304,218.0109146,217.9653501,217.9380116,217.9197859,217.9067675
2022/6/24,150.7641512,195.6560793,201.1992237,204.5251103,206.7423682,208.3261238
2022/6/25,222.2576569,197.1324128,202.3064737,205.4109104,207.4805348,208.958838
2022/6/26,222.2576571,198.4264884,203.4137239,206.2967104,208.2187015,209.5915522
2022/6/27,222.2576568,222.2576569,204.3842805,207.1825105,208.9568681,210.2242665
2022/6/28,222.2576568,222.2576569,222.2576569,207.9589558,209.6950349,210.8569808
2022/6/29,222.2576572,222.2576569,222.257657,222.257657,210.3420727,211.4896952
2022/6/30,223.4144594,222.6432578,222.5468576,222.4890175,222.4504574,212.2095565
2022/7/1,244.3074097,229.9931754,228.0592958,226.898968,226.1254162,225.5728791
2022/7/2,244.3074096,237.3430929,233.571734,231.3089185,229.8003749,228.7228438
2022/7/3,244.3074101,244.3074098,239.0841722,235.7188692,233.4753338,231.8728085
2022/7/4,244.3074098,244.3074098,244.3074098,240.1288197,237.1502926,235.0227732
2022/7/5,244.3074094,244.3074098,244.3074097,244.3074097,240.8252513,238.1727379
2022/7/6,244.3074093,244.3074095,244.3074097,244.3074096,244.3074097,241.3227025
2022/7/7,244.3074102,244.3074096,244.3074097,244.3074098,244.3074097,244.3074097
2022/7/8,244.3074096,244.3074097,244.3074096,244.3074097,244.3074097,244.3074097
2022/7/9,244.3074098,244.3074099,244.3074097,244.3074097,244.3074097,244.3074097
2022/7/10,244.3074101,244.3074098,244.3074099,244.3074098,244.3074097,244.3074097
2022/7/11,244.3074094,244.3074098,244.3074097,244.3074098,244.3074097,244.3074097
2022/7/12,244.307409,244.3074095,244.3074096,244.3074096,244.3074097,244.3074096
2022/7/13,244.3074097,244.3074094,244.3074096,244.3074096,244.3074096,244.3074097
2022/7/14,244.3074085,244.3074091,244.3074092,244.3074093,244.3074094,244.3074094
2022/7/15,244.3074098,244.3074093,244.3074093,244.3074093,244.3074094,244.3074095
2022/7/16,244.3074093,244.3074092,244.3074093,244.3074093,244.3074093,244.3074094
2022/7/17,244.3074103,244.3074098,244.3074095,244.3074095,244.3074094,244.3074094
2022/7/18,244.3074098,244.3074098,244.3074098,244.3074095,244.3074096,244.3074095
2022/7/19,244.3074093,244.3074098,244.3074097,244.3074097,244.3074095,244.3074095
2022/7/20,244.3074095,244.3074095,244.3074097,244.3074096,244.3074097,244.3074095
2022/7/21,244.3074101,244.3074096,244.3074097,244.3074098,244.3074097,244.3074097
2022/7/22,244.3074097,244.3074098,244.3074097,244.3074097,244.3074098,244.3074097
2022/7/23,244.3074101,244.30741,244.3074099,244.3074097,244.3074098,244.3074098
2022/7/24,244.3074092,244.3074097,244.3074098,244.3074097,244.3074097,244.3074097
2022/7/25,244.3074092,244.3074095,244.3074096,244.3074097,244.3074096,244.3074096
2022/7/26,244.3074101,244.3074095,244.3074097,244.3074097,244.3074097,244.3074097
2022/7/27,244.3074089,244.3074094,244.3074094,244.3074095,244.3074095,244.3074096
2022/7/28,244.3074094,244.3074095,244.3074094,244.3074094,244.3074095,244.3074095
2022/7/29,244.3074098,244.3074094,244.3074096,244.3074095,244.3074094,244.3074095
2022/7/30,244.30741,244.3074097,244.3074095,244.3074096,244.3074096,244.3074095
2022/7/31,244.3074093,244.3074097,244.3074096,244.3074095,244.3074096,244.3074095
2022/8/1,244.3074097,244.3074097,244.3074097,244.3074096,244.3074095,244.3074096
2022/8/2,244.3074094,244.3074095,244.3074096,244.3074096,244.3074096,244.3074095
2022/8/3,244.3074102,244.3074098,244.3074097,244.3074097,244.3074097,244.3074097
2022/8/4,244.3074097,244.3074098,244.3074098,244.3074097,244.3074097,244.3074097
2022/8/5,244.3074093,244.3074097,244.3074097,244.3074097,244.3074096,244.3074097
2022/8/6,244.3074096,244.3074095,244.3074097,244.3074096,244.3074097,244.3074096
2022/8/7,244.3074104,244.3074098,244.3074098,244.3074098,244.3074098,244.3074098
2022/8/8,244.3074094,244.3074098,244.3074097,244.3074097,244.3074098,244.3074097
2022/8/9,244.3074101,244.30741,244.3074099,244.3074098,244.3074098,244.3074098
2022/8/10,244.3074094,244.3074096,244.3074098,244.3074098,244.3074097,244.3074097
2022/8/11,244.3074104,244.30741,244.3074098,244.3074099,244.3074099,244.3074098
2022/8/12,244.3074096,244.3074098,244.3074099,244.3074098,244.3074099,244.3074098
2022/8/13,244.30741,244.30741,244.3074099,244.3074099,244.3074098,244.3074099
2022/8/14,244.3074096,244.3074097,244.3074099,244.3074098,244.3074099,244.3074098
2022/8/15,244.3074093,244.3074096,244.3074096,244.3074098,244.3074097,244.3074098
2022/8/16,244.3074116,244.3074102,244.3074101,244.30741,244.3074101,244.30741
2022/8/17,244.30741,244.3074103,244.3074101,244.3074101,244.30741,244.3074101
2022/8/18,244.3074093,244.3074103,244.3074101,244.30741,244.30741,244.3074099
2022/8/19,244.3074098,244.3074097,244.3074102,244.30741,244.3074099,244.3074099
2022/8/20,244.3074099,244.3074097,244.3074098,244.3074101,244.30741,244.3074099
2022/8/21,244.30741,244.3074099,244.3074098,244.3074098,244.3074101,244.30741
2022/8/22,244.3074093,244.3074097,244.3074098,244.3074097,244.3074097,244.30741
2022/8/23,244.3074099,244.3074097,244.3074098,244.3074098,244.3074097,244.3074097
2022/8/24,244.3073985,244.3074059,244.3074069,244.3074075,244.3074079,244.3074081
2022/8/25,244.3074053,244.3074046,244.3074058,244.3074066,244.3074072,244.3074075
2022/8/26,244.3074095,244.3074044,244.3074058,244.3074065,244.3074071,244.3074075
2022/8/27,244.3074097,244.3074082,244.3074058,244.3074066,244.307407,244.3074075
2022/8/28,244.3074099,244.3074097,244.3074086,244.3074066,244.3074071,244.3074074
2022/8/29,244.3074094,244.3074097,244.3074096,244.3074088,244.3074071,244.3074075
2022/8/30,244.3074098,244.3074097,244.3074097,244.3074097,244.3074089,244.3074074
2022/8/31,244.3074098,244.3074097,244.3074097,244.3074097,244.3074097,244.3074091
2022/9/1,251.7843238,246.7997145,246.1766382,245.8027925,245.5535621,245.3755403
2022/9/2,251.7843239,249.2920192,248.0458668,247.2981753,246.7997144,246.4436709
2022/9/3,251.7843236,251.7843238,249.9150953,248.7935582,248.0458667,247.5118015
2022/9/4,251.7843234,251.7843236,251.7843237,250.2889409,249.2920191,248.579932
2022/9/5,251.7843236,251.7843235,251.7843236,251.7843237,250.5381714,249.6480626
2022/9/6,251.7843236,251.7843235,251.7843236,251.7843236,251.7843237,250.7161931
2022/9/7,251.7843235,251.7843236,251.7843235,251.7843235,251.7843236,251.7843236
2022/9/8,251.7843236,251.7843236,251.7843236,251.7843235,251.7843236,251.7843236
2022/9/9,251.7843241,251.7843237,251.7843237,251.7843237,251.7843236,251.7843236
2022/9/10,251.7843228,251.7843235,251.7843235,251.7843235,251.7843235,251.7843235
2022/9/11,251.7843235,251.7843235,251.7843235,251.7843235,251.7843235,251.7843235
2022/9/12,251.7843231,251.7843231,251.7843234,251.7843234,251.7843234,251.7843235
2022/9/13,251.7843242,251.7843236,251.7843234,251.7843235,251.7843236,251.7843235
2022/9/14,251.7843241,251.7843238,251.7843237,251.7843235,251.7843236,251.7843236
2022/9/15,251.7843244,251.7843242,251.784324,251.7843239,251.7843237,251.7843237
2022/9/16,251.7843239,251.7843241,251.7843242,251.7843239,251.7843239,251.7843237
2022/9/17,251.7843236,251.784324,251.784324,251.784324,251.7843239,251.7843238
2022/9/18,251.7843238,251.7843238,251.7843239,251.784324,251.784324,251.7843239
2022/9/19,251.7843244,251.7843239,251.7843239,251.784324,251.784324,251.7843241
2022/9/20,245.0333289,249.5339924,250.0965752,250.4341249,250.6591582,250.8198962
2022/9/21,245.0333284,247.2836606,248.4088264,249.0839258,249.5339922,249.8554682
2022/9/22,245.0333285,245.0333286,246.7210776,247.7337268,248.4088263,248.8910402
2022/9/23,245.0333291,245.0333287,245.0333287,246.3835279,247.2836605,247.9266124
2022/9/24,245.0333288,245.0333288,245.0333287,245.0333287,246.1584947,246.9621846
2022/9/25,245.0333285,245.0333288,245.0333287,245.0333287,245.0333287,245.9977567
2022/9/26,245.0333283,245.0333285,245.0333287,245.0333286,245.0333286,245.0333286
2022/9/27,245.0333283,245.0333284,245.0333285,245.0333286,245.0333286,245.0333286
2022/9/28,245.0333283,245.0333283,245.0333284,245.0333284,245.0333286,245.0333285
2022/9/29,245.0333284,245.0333283,245.0333283,245.0333284,245.0333284,245.0333285
2022/9/30,245.0333289,245.0333285,245.0333285,245.0333284,245.0333285,245.0333285
2022/10/1,237.7741886,242.6136153,243.2185436,243.5815005,243.8234718,243.9963085
2022/10/2,237.774189,240.1939022,241.4037587,242.1296726,242.6136153,242.9592885
2022/10/3,237.7741885,237.7741887,239.5889738,240.6778447,241.4037586,241.9222686
2022/10/4,237.7741888,237.7741888,237.7741887,239.2260168,240.193902,240.8852486
2022/10/5,237.7741885,237.7741886,237.7741887,237.7741887,238.9840454,239.8482287
2022/10/6,237.7741887,237.7741887,237.7741886,237.7741887,237.7741887,238.8112087
2022/10/7,237.7741886,237.7741886,237.7741887,237.7741886,237.7741887,237.7741887
2022/10/8,237.7741886,237.7741886,237.7741886,237.7741886,237.7741886,237.7741887
2022/10/9,237.7741888,237.7741887,237.7741887,237.7741886,237.7741887,237.7741886
2022/10/10,237.7741885,237.7741886,237.7741886,237.7741886,237.7741886,237.7741886
2022/10/11,237.7741882,237.7741885,237.7741885,237.7741885,237.7741886,237.7741886
2022/10/12,237.7741889,237.7741885,237.7741886,237.7741886,237.7741886,237.7741886
2022/10/13,237.7741889,237.7741887,237.7741886,237.7741887,237.7741887,237.7741886
2022/10/14,237.7741886,237.7741888,237.7741887,237.7741886,237.7741887,237.7741886
2022/10/15,237.7741889,237.7741888,237.7741888,237.7741887,237.7741887,237.7741887
2022/10/16,237.7741889,237.7741888,237.7741888,237.7741888,237.7741887,237.7741887
2022/10/17,237.7741886,237.7741888,237.7741888,237.7741888,237.7741888,237.7741887
2022/10/18,237.7741887,237.7741887,237.7741888,237.7741887,237.7741888,237.7741888
2022/10/19,237.7741888,237.7741887,237.7741888,237.7741888,237.7741888,237.7741888
2022/10/20,237.774189,237.7741888,237.7741888,237.7741888,237.7741888,237.7741888
2022/10/21,237.7741886,237.7741888,237.7741888,237.7741887,237.7741888,237.7741888
2022/10/22,237.7741882,237.7741886,237.7741887,237.7741887,237.7741887,237.7741887
2022/10/23,237.7741887,237.7741885,237.7741886,237.7741887,237.7741887,237.7741887
2022/10/24,237.7741891,237.7741887,237.7741887,237.7741887,237.7741887,237.7741887
2022/10/25,237.774189,237.7741889,237.7741888,237.7741887,237.7741888,237.7741888
2022/10/26,237.774189,237.774189,237.774189,237.7741888,237.7741888,237.7741888
2022/10/27,237.7741883,237.7741888,237.7741888,237.7741888,237.7741887,237.7741887
2022/10/28,237.7741887,237.7741887,237.7741887,237.7741888,237.7741888,237.7741887
2022/10/29,237.7741889,237.7741886,237.7741887,237.7741888,237.7741888,237.7741888
2022/10/30,237.7741886,237.7741887,237.7741886,237.7741887,237.7741888,237.7741888
2022/10/31,237.7741889,237.7741888,237.7741888,237.7741887,237.7741887,237.7741888
2022/11/1,244.7212157,240.0898644,239.5109455,239.1635942,238.9320265,238.7666212
2022/11/2,244.7212152,242.4055399,241.2477021,240.5529995,240.0898643,239.7590535
2022/11/3,244.7212158,244.7212156,242.9844589,241.9424048,241.2477022,240.751486
2022/11/4,244.7212157,244.7212156,244.7212156,243.3318103,242.40554,241.7439184
2022/11/5,248.5077373,245.9833896,245.667846,245.4785199,244.1944648,243.2772825
2022/11/6,277.8976803,257.0422111,253.9619623,252.1138129,250.8817133,249.0092098
2022/11/7,243.2898703,256.565096,253.6041259,251.8275439,250.6431558,249.7971643
2022/11/8,243.2898701,254.8258069,253.2462895,251.5412747,250.4045983,249.5926864
2022/11/9,243.2898704,243.2898703,251.9418228,251.2550057,250.1660407,249.3882086
2022/11/10,243.2898706,243.2898704,243.2898704,250.2114323,249.9274832,249.1837307
2022/11/11,243.2898706,243.2898705,243.2898704,243.2898704,249.0578387,248.9792528
2022/11/12,243.2898706,243.2898706,243.2898706,243.2898705,243.2898704,248.2338433
2022/11/13,243.2898703,243.2898705,243.2898705,243.2898705,243.2898704,243.2898704
2022/11/14,243.2898705,243.2898705,243.2898705,243.2898705,243.2898705,243.2898704
2022/11/15,243.2898702,243.2898703,243.2898704,243.2898704,243.2898705,243.2898705
2022/11/16,243.2898706,243.2898704,243.2898704,243.2898704,243.2898705,243.2898705
2022/11/17,243.2898708,243.2898705,243.2898705,243.2898705,243.2898705,243.2898705
2022/11/18,243.2898706,243.2898707,243.2898706,243.2898705,243.2898705,243.2898705
2022/11/19,243.2898702,243.2898705,243.2898706,243.2898705,243.2898705,243.2898705
2022/11/20,243.2898702,243.2898703,243.2898705,243.2898705,243.2898704,243.2898704
2022/11/21,243.2898705,243.2898703,243.2898704,243.2898705,243.2898705,243.2898704
2022/11/22,243.2898712,243.2898706,243.2898705,243.2898705,243.2898706,243.2898706
2022/11/23,243.2898708,243.2898708,243.2898707,243.2898706,243.2898706,243.2898706
2022/11/24,243.2898707,243.2898709,243.2898708,243.2898707,243.2898706,243.2898706
2022/11/25,243.2898711,243.2898709,243.289871,243.2898709,243.2898708,243.2898707
2022/11/26,243.2898704,243.2898707,243.2898708,243.2898708,243.2898708,243.2898707
2022/11/27,243.2898702,243.2898706,243.2898706,243.2898706,243.2898707,243.2898707
2022/11/28,243.2898702,243.2898703,243.2898705,243.2898705,243.2898706,243.2898707
2022/11/29,243.2898707,243.2898704,243.2898704,243.2898705,243.2898706,243.2898706
2022/11/30,243.5516992,243.3771467,243.3553276,243.3422361,243.3335086,243.3272746
